service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-food-map-mongo_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-food-map-service_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-food-mongo_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-food-service_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-inside-payment-mongo_energy_Anomaly,73,73,0,1655,0.5,1.0,0.667,0.959
ts-inside-payment-service_energy_Anomaly,38,39,0,1724,0.494,1.0,0.661,0.978
ts-news-mongo_energy_Anomaly,83,84,0,1634,0.497,1.0,0.664,0.953
ts-news-service_energy_Anomaly,1,2,0,1798,0.333,1.0,0.5,0.999
ts-notification-service_energy_Anomaly,14,15,0,1772,0.483,1.0,0.651,0.992
ts-order-mongo_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-order-other-mongo_energy_Anomaly,12,13,0,1776,0.48,1.0,0.649,0.993
ts-order-other-service_energy_Anomaly,24,25,0,1752,0.49,1.0,0.658,0.986
ts-order-service_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-payment-mongo_energy_Anomaly,80,81,0,1640,0.497,1.0,0.664,0.955
ts-payment-service_energy_Anomaly,38,39,0,1724,0.494,1.0,0.661,0.978
ts-preserve-other-service_energy_Anomaly,17,18,0,1766,0.486,1.0,0.654,0.99
ts-preserve-service_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-price-mongo_energy_Anomaly,13,14,0,1774,0.481,1.0,0.65,0.992
ts-price-service_energy_Anomaly,21,22,0,1758,0.488,1.0,0.656,0.988
ts-rebook-mongo_energy_Anomaly,81,82,0,1638,0.497,1.0,0.664,0.954
ts-rebook-service_energy_Anomaly,74,74,0,1653,0.5,1.0,0.667,0.959
ts-route-mongo_energy_Anomaly,8,9,0,1784,0.471,1.0,0.64,0.995
ts-route-plan-service_energy_Anomaly,75,76,0,1650,0.497,1.0,0.664,0.958
ts-route-service_energy_Anomaly,20,21,0,1760,0.488,1.0,0.656,0.988
ts-seat-service_energy_Anomaly,19,20,0,1762,0.487,1.0,0.655,0.989
ts-security-mongo_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-security-service_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-station-mongo_energy_Anomaly,15,16,0,1770,0.484,1.0,0.652,0.991
ts-station-service_energy_Anomaly,18,19,0,1764,0.486,1.0,0.654,0.989
ts-ticket-office-mongo_energy_Anomaly,76,77,0,1648,0.497,1.0,0.664,0.957
ts-ticket-office-service_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-ticketinfo-service_energy_Anomaly,23,24,0,1754,0.489,1.0,0.657,0.987
ts-train-mongo_energy_Anomaly,8,9,0,1784,0.471,1.0,0.64,0.995
ts-train-service_energy_Anomaly,14,15,0,1772,0.483,1.0,0.651,0.992
ts-travel-mongo_energy_Anomaly,2,3,0,1796,0.4,1.0,0.571,0.998
ts-travel-plan-service_energy_Anomaly,59,59,0,1683,0.5,1.0,0.667,0.967
ts-travel-service_energy_Anomaly,14,15,0,1772,0.483,1.0,0.651,0.992
ts-travel2-mongo_energy_Anomaly,19,20,0,1762,0.487,1.0,0.655,0.989
ts-travel2-service_energy_Anomaly,20,21,0,1760,0.488,1.0,0.656,0.988
ts-ui-dashboard_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-user-mongo_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-user-service_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
ts-verification-code-service_energy_Anomaly,18,19,0,1764,0.486,1.0,0.654,0.989
ts-voucher-mysql_energy_Anomaly,27,28,0,1746,0.491,1.0,0.659,0.984
ts-voucher-service_energy_Anomaly,0,1,0,1800,0.0,0.0,0.0,0.999
