Algorithm,Level,Scenario,Service,Users,Metric,Value
BIRCH,low,scenario_A,front-end,100,Precision,0.0
BIRCH,low,scenario_A,front-end,100,Precision,1.0
BIRCH,low,scenario_A,front-end,100,Precision,1.0
BIRCH,low,scenario_A,front-end,100,Precision,1.0
BIRCH,low,scenario_A,front-end,100,Precision,0.0
BIRCH,low,scenario_A,front-end,100,Precision,0.0
BIRCH,low,scenario_A,front-end,100,Recall,0.0
BIRCH,low,scenario_A,front-end,100,Recall,0.0
BIRCH,low,scenario_A,front-end,100,Recall,0.0
BIRCH,low,scenario_A,front-end,100,Recall,0.0
BIRCH,low,scenario_A,front-end,100,Recall,0.667
BIRCH,low,scenario_A,front-end,100,Recall,0.0
BIRCH,low,scenario_A,front-end,100,Recall,0.049
BIRCH,low,scenario_A,front-end,100,Recall,0.0
BIRCH,low,scenario_A,front-end,100,Recall,0.875
BIRCH,low,scenario_A,front-end,100,Recall,0.063
BIRCH,low,scenario_A,front-end,100,Recall,0.273
BIRCH,low,scenario_A,front-end,100,Recall,0.0
BIRCH,low,scenario_A,front-end,100,Recall,0.0
BIRCH,low,scenario_A,front-end,100,F-Score,0.0
BIRCH,low,scenario_A,front-end,100,F-Score,0.0
BIRCH,low,scenario_A,front-end,100,F-Score,0.0
BIRCH,low,scenario_A,front-end,100,F-Score,0.0
BIRCH,low,scenario_A,front-end,100,F-Score,0.784
BIRCH,low,scenario_A,front-end,100,F-Score,0.0
BIRCH,low,scenario_A,front-end,100,F-Score,0.093
BIRCH,low,scenario_A,front-end,100,F-Score,0.0
BIRCH,low,scenario_A,front-end,100,F-Score,0.933
BIRCH,low,scenario_A,front-end,100,F-Score,0.119
BIRCH,low,scenario_A,front-end,100,F-Score,0.429
BIRCH,low,scenario_A,front-end,100,F-Score,0.0
BIRCH,low,scenario_A,front-end,100,F-Score,0.0
BIRCH,low,scenario_A,front-end,100,Accuracy,0.0
BIRCH,low,scenario_A,front-end,100,Accuracy,0.0
BIRCH,low,scenario_A,front-end,100,Accuracy,0.0
BIRCH,low,scenario_A,front-end,100,Accuracy,0.0
BIRCH,low,scenario_A,front-end,100,Accuracy,0.645
BIRCH,low,scenario_A,front-end,100,Accuracy,0.0
BIRCH,low,scenario_A,front-end,100,Accuracy,0.049
BIRCH,low,scenario_A,front-end,100,Accuracy,0.0
BIRCH,low,scenario_A,front-end,100,Accuracy,0.875
BIRCH,low,scenario_A,front-end,100,Accuracy,0.063
BIRCH,low,scenario_A,front-end,100,Accuracy,0.273
BIRCH,low,scenario_A,front-end,100,Accuracy,0.0
BIRCH,low,scenario_A,front-end,100,Accuracy,0.0
BIRCH,default,scenario_A,front-end,100,Precision,0.0
BIRCH,default,scenario_A,front-end,100,Precision,0.0
BIRCH,default,scenario_A,front-end,100,Precision,0.0
BIRCH,default,scenario_A,front-end,100,Precision,0.0
BIRCH,default,scenario_A,front-end,100,Precision,0.952
BIRCH,default,scenario_A,front-end,100,Precision,0.0
BIRCH,default,scenario_A,front-end,100,Precision,1.0
BIRCH,default,scenario_A,front-end,100,Precision,0.0
BIRCH,default,scenario_A,front-end,100,Precision,1.0
BIRCH,default,scenario_A,front-end,100,Precision,1.0
BIRCH,default,scenario_A,front-end,100,Precision,1.0
BIRCH,default,scenario_A,front-end,100,Precision,0.0
BIRCH,default,scenario_A,front-end,100,Precision,0.0
BIRCH,default,scenario_A,front-end,100,Recall,0.0
BIRCH,default,scenario_A,front-end,100,Recall,0.0
BIRCH,default,scenario_A,front-end,100,Recall,0.0
BIRCH,default,scenario_A,front-end,100,Recall,0.0
BIRCH,default,scenario_A,front-end,100,Recall,0.667
BIRCH,default,scenario_A,front-end,100,Recall,0.0
BIRCH,default,scenario_A,front-end,100,Recall,0.049
BIRCH,default,scenario_A,front-end,100,Recall,0.0
BIRCH,default,scenario_A,front-end,100,Recall,0.875
BIRCH,default,scenario_A,front-end,100,Recall,0.063
BIRCH,default,scenario_A,front-end,100,Recall,0.273
BIRCH,default,scenario_A,front-end,100,Recall,0.0
BIRCH,default,scenario_A,front-end,100,Recall,0.0
BIRCH,default,scenario_A,front-end,100,F-Score,0.0
BIRCH,default,scenario_A,front-end,100,F-Score,0.0
BIRCH,default,scenario_A,front-end,100,F-Score,0.0
BIRCH,default,scenario_A,front-end,100,F-Score,0.0
BIRCH,default,scenario_A,front-end,100,F-Score,0.784
BIRCH,default,scenario_A,front-end,100,F-Score,0.0
BIRCH,default,scenario_A,front-end,100,F-Score,0.093
BIRCH,default,scenario_A,front-end,100,F-Score,0.0
BIRCH,default,scenario_A,front-end,100,F-Score,0.933
BIRCH,default,scenario_A,front-end,100,F-Score,0.119
BIRCH,default,scenario_A,front-end,100,F-Score,0.429
BIRCH,default,scenario_A,front-end,100,F-Score,0.0
BIRCH,default,scenario_A,front-end,100,F-Score,0.0
BIRCH,default,scenario_A,front-end,100,Accuracy,0.0
BIRCH,default,scenario_A,front-end,100,Accuracy,0.0
BIRCH,default,scenario_A,front-end,100,Accuracy,0.0
BIRCH,default,scenario_A,front-end,100,Accuracy,0.0
BIRCH,default,scenario_A,front-end,100,Accuracy,0.645
BIRCH,default,scenario_A,front-end,100,Accuracy,0.0
BIRCH,default,scenario_A,front-end,100,Accuracy,0.049
BIRCH,default,scenario_A,front-end,100,Accuracy,0.0
BIRCH,default,scenario_A,front-end,100,Accuracy,0.875
BIRCH,default,scenario_A,front-end,100,Accuracy,0.063
BIRCH,default,scenario_A,front-end,100,Accuracy,0.273
BIRCH,default,scenario_A,front-end,100,Accuracy,0.0
BIRCH,default,scenario_A,front-end,100,Accuracy,0.0
BIRCH,high,scenario_A,front-end,1000,Precision,1.0
BIRCH,high,scenario_A,front-end,1000,Precision,0.6
BIRCH,high,scenario_A,front-end,1000,Precision,1.0
BIRCH,high,scenario_A,front-end,1000,Precision,0.615
BIRCH,high,scenario_A,front-end,1000,Precision,0.714
BIRCH,high,scenario_A,front-end,1000,Precision,0.8
BIRCH,high,scenario_A,front-end,1000,Precision,1.0
BIRCH,high,scenario_A,front-end,1000,Precision,0.75
BIRCH,high,scenario_A,front-end,1000,Precision,1.0
BIRCH,high,scenario_A,front-end,1000,Precision,0.778
BIRCH,high,scenario_A,front-end,1000,Precision,1.0
BIRCH,high,scenario_A,front-end,1000,Precision,1.0
BIRCH,high,scenario_A,front-end,1000,Precision,0.625
BIRCH,high,scenario_A,front-end,1000,Recall,1.0
BIRCH,high,scenario_A,front-end,1000,Recall,1.0
BIRCH,high,scenario_A,front-end,1000,Recall,0.75
BIRCH,high,scenario_A,front-end,1000,Recall,0.8
BIRCH,high,scenario_A,front-end,1000,Recall,0.161
BIRCH,high,scenario_A,front-end,1000,Recall,0.667
BIRCH,high,scenario_A,front-end,1000,Recall,0.04
BIRCH,high,scenario_A,front-end,1000,Recall,1.0
BIRCH,high,scenario_A,front-end,1000,Recall,0.909
BIRCH,high,scenario_A,front-end,1000,Recall,0.059
BIRCH,high,scenario_A,front-end,1000,Recall,0.098
BIRCH,high,scenario_A,front-end,1000,Recall,1.0
BIRCH,high,scenario_A,front-end,1000,Recall,1.0
BIRCH,high,scenario_A,front-end,1000,F-Score,1.0
BIRCH,high,scenario_A,front-end,1000,F-Score,0.75
BIRCH,high,scenario_A,front-end,1000,F-Score,0.857
BIRCH,high,scenario_A,front-end,1000,F-Score,0.695
BIRCH,high,scenario_A,front-end,1000,F-Score,0.263
BIRCH,high,scenario_A,front-end,1000,F-Score,0.727
BIRCH,high,scenario_A,front-end,1000,F-Score,0.077
BIRCH,high,scenario_A,front-end,1000,F-Score,0.857
BIRCH,high,scenario_A,front-end,1000,F-Score,0.952
BIRCH,high,scenario_A,front-end,1000,F-Score,0.11
BIRCH,high,scenario_A,front-end,1000,F-Score,0.179
BIRCH,high,scenario_A,front-end,1000,F-Score,1.0
BIRCH,high,scenario_A,front-end,1000,F-Score,0.769
BIRCH,high,scenario_A,front-end,1000,Accuracy,1.0
BIRCH,high,scenario_A,front-end,1000,Accuracy,0.6
BIRCH,high,scenario_A,front-end,1000,Accuracy,0.75
BIRCH,high,scenario_A,front-end,1000,Accuracy,0.533
BIRCH,high,scenario_A,front-end,1000,Accuracy,0.152
BIRCH,high,scenario_A,front-end,1000,Accuracy,0.571
BIRCH,high,scenario_A,front-end,1000,Accuracy,0.04
BIRCH,high,scenario_A,front-end,1000,Accuracy,0.75
BIRCH,high,scenario_A,front-end,1000,Accuracy,0.909
BIRCH,high,scenario_A,front-end,1000,Accuracy,0.058
BIRCH,high,scenario_A,front-end,1000,Accuracy,0.098
BIRCH,high,scenario_A,front-end,1000,Accuracy,1.0
BIRCH,high,scenario_A,front-end,1000,Accuracy,0.625
BIRCH,low,scenario_A,front-end,1000,Precision,1.0
BIRCH,low,scenario_A,front-end,1000,Precision,0.625
BIRCH,low,scenario_A,front-end,1000,Precision,1.0
BIRCH,low,scenario_A,front-end,1000,Precision,0.615
BIRCH,low,scenario_A,front-end,1000,Precision,0.714
BIRCH,low,scenario_A,front-end,1000,Precision,1.0
BIRCH,low,scenario_A,front-end,1000,Precision,1.0
BIRCH,low,scenario_A,front-end,1000,Precision,0.75
BIRCH,low,scenario_A,front-end,1000,Precision,1.0
BIRCH,low,scenario_A,front-end,1000,Precision,0.778
BIRCH,low,scenario_A,front-end,1000,Precision,1.0
BIRCH,low,scenario_A,front-end,1000,Precision,1.0
BIRCH,low,scenario_A,front-end,1000,Precision,0.625
BIRCH,low,scenario_A,front-end,1000,Recall,1.0
BIRCH,low,scenario_A,front-end,1000,Recall,0.833
BIRCH,low,scenario_A,front-end,1000,Recall,0.75
BIRCH,low,scenario_A,front-end,1000,Recall,0.8
BIRCH,low,scenario_A,front-end,1000,Recall,0.161
BIRCH,low,scenario_A,front-end,1000,Recall,0.667
BIRCH,low,scenario_A,front-end,1000,Recall,0.04
BIRCH,low,scenario_A,front-end,1000,Recall,1.0
BIRCH,low,scenario_A,front-end,1000,Recall,0.909
BIRCH,low,scenario_A,front-end,1000,Recall,0.059
BIRCH,low,scenario_A,front-end,1000,Recall,0.098
BIRCH,low,scenario_A,front-end,1000,Recall,1.0
BIRCH,low,scenario_A,front-end,1000,Recall,1.0
BIRCH,low,scenario_A,front-end,1000,F-Score,1.0
BIRCH,low,scenario_A,front-end,1000,F-Score,0.714
BIRCH,low,scenario_A,front-end,1000,F-Score,0.857
BIRCH,low,scenario_A,front-end,1000,F-Score,0.695
BIRCH,low,scenario_A,front-end,1000,F-Score,0.263
BIRCH,low,scenario_A,front-end,1000,F-Score,0.8
BIRCH,low,scenario_A,front-end,1000,F-Score,0.077
BIRCH,low,scenario_A,front-end,1000,F-Score,0.857
BIRCH,low,scenario_A,front-end,1000,F-Score,0.952
BIRCH,low,scenario_A,front-end,1000,F-Score,0.11
BIRCH,low,scenario_A,front-end,1000,F-Score,0.179
BIRCH,low,scenario_A,front-end,1000,F-Score,1.0
BIRCH,low,scenario_A,front-end,1000,F-Score,0.769
BIRCH,low,scenario_A,front-end,1000,Accuracy,1.0
BIRCH,low,scenario_A,front-end,1000,Accuracy,0.556
BIRCH,low,scenario_A,front-end,1000,Accuracy,0.75
BIRCH,low,scenario_A,front-end,1000,Accuracy,0.533
BIRCH,low,scenario_A,front-end,1000,Accuracy,0.152
BIRCH,low,scenario_A,front-end,1000,Accuracy,0.667
BIRCH,low,scenario_A,front-end,1000,Accuracy,0.04
BIRCH,low,scenario_A,front-end,1000,Accuracy,0.75
BIRCH,low,scenario_A,front-end,1000,Accuracy,0.909
BIRCH,low,scenario_A,front-end,1000,Accuracy,0.058
BIRCH,low,scenario_A,front-end,1000,Accuracy,0.098
BIRCH,low,scenario_A,front-end,1000,Accuracy,1.0
BIRCH,low,scenario_A,front-end,1000,Accuracy,0.625
BIRCH,default,scenario_A,front-end,1000,Precision,1.0
BIRCH,default,scenario_A,front-end,1000,Precision,0.6
BIRCH,default,scenario_A,front-end,1000,Precision,1.0
BIRCH,default,scenario_A,front-end,1000,Precision,0.615
BIRCH,default,scenario_A,front-end,1000,Precision,0.714
BIRCH,default,scenario_A,front-end,1000,Precision,0.8
BIRCH,default,scenario_A,front-end,1000,Precision,1.0
BIRCH,default,scenario_A,front-end,1000,Precision,0.75
BIRCH,default,scenario_A,front-end,1000,Precision,1.0
BIRCH,default,scenario_A,front-end,1000,Precision,0.778
BIRCH,default,scenario_A,front-end,1000,Precision,1.0
BIRCH,default,scenario_A,front-end,1000,Precision,1.0
BIRCH,default,scenario_A,front-end,1000,Precision,0.625
BIRCH,default,scenario_A,front-end,1000,Recall,1.0
BIRCH,default,scenario_A,front-end,1000,Recall,1.0
BIRCH,default,scenario_A,front-end,1000,Recall,0.75
BIRCH,default,scenario_A,front-end,1000,Recall,0.8
BIRCH,default,scenario_A,front-end,1000,Recall,0.161
BIRCH,default,scenario_A,front-end,1000,Recall,0.667
BIRCH,default,scenario_A,front-end,1000,Recall,0.04
BIRCH,default,scenario_A,front-end,1000,Recall,1.0
BIRCH,default,scenario_A,front-end,1000,Recall,0.909
BIRCH,default,scenario_A,front-end,1000,Recall,0.059
BIRCH,default,scenario_A,front-end,1000,Recall,0.098
BIRCH,default,scenario_A,front-end,1000,Recall,1.0
BIRCH,default,scenario_A,front-end,1000,Recall,1.0
BIRCH,default,scenario_A,front-end,1000,F-Score,1.0
BIRCH,default,scenario_A,front-end,1000,F-Score,0.75
BIRCH,default,scenario_A,front-end,1000,F-Score,0.857
BIRCH,default,scenario_A,front-end,1000,F-Score,0.695
BIRCH,default,scenario_A,front-end,1000,F-Score,0.263
BIRCH,default,scenario_A,front-end,1000,F-Score,0.727
BIRCH,default,scenario_A,front-end,1000,F-Score,0.077
BIRCH,default,scenario_A,front-end,1000,F-Score,0.857
BIRCH,default,scenario_A,front-end,1000,F-Score,0.952
BIRCH,default,scenario_A,front-end,1000,F-Score,0.11
BIRCH,default,scenario_A,front-end,1000,F-Score,0.179
BIRCH,default,scenario_A,front-end,1000,F-Score,1.0
BIRCH,default,scenario_A,front-end,1000,F-Score,0.769
BIRCH,default,scenario_A,front-end,1000,Accuracy,1.0
BIRCH,default,scenario_A,front-end,1000,Accuracy,0.6
BIRCH,default,scenario_A,front-end,1000,Accuracy,0.75
BIRCH,default,scenario_A,front-end,1000,Accuracy,0.533
BIRCH,default,scenario_A,front-end,1000,Accuracy,0.152
BIRCH,default,scenario_A,front-end,1000,Accuracy,0.571
BIRCH,default,scenario_A,front-end,1000,Accuracy,0.04
BIRCH,default,scenario_A,front-end,1000,Accuracy,0.75
BIRCH,default,scenario_A,front-end,1000,Accuracy,0.909
BIRCH,default,scenario_A,front-end,1000,Accuracy,0.058
BIRCH,default,scenario_A,front-end,1000,Accuracy,0.098
BIRCH,default,scenario_A,front-end,1000,Accuracy,1.0
BIRCH,default,scenario_A,front-end,1000,Accuracy,0.625
BIRCH,high,scenario_A,orders,100,Precision,0.0
BIRCH,high,scenario_A,orders,100,Precision,0.0
BIRCH,high,scenario_A,orders,100,Precision,0.0
BIRCH,high,scenario_A,orders,100,Precision,0.0
BIRCH,high,scenario_A,orders,100,Precision,0.0
BIRCH,high,scenario_A,orders,100,Precision,0.96
BIRCH,high,scenario_A,orders,100,Precision,0.714
BIRCH,high,scenario_A,orders,100,Precision,0.0
BIRCH,high,scenario_A,orders,100,Precision,1.0
BIRCH,high,scenario_A,orders,100,Precision,0.875
BIRCH,high,scenario_A,orders,100,Precision,0.917
BIRCH,high,scenario_A,orders,100,Precision,0.0
BIRCH,high,scenario_A,orders,100,Precision,0.0
BIRCH,high,scenario_A,orders,100,Recall,0.0
BIRCH,high,scenario_A,orders,100,Recall,0.0
BIRCH,high,scenario_A,orders,100,Recall,0.0
BIRCH,high,scenario_A,orders,100,Recall,0.0
BIRCH,high,scenario_A,orders,100,Recall,0.0
BIRCH,high,scenario_A,orders,100,Recall,0.774
BIRCH,high,scenario_A,orders,100,Recall,0.051
BIRCH,high,scenario_A,orders,100,Recall,0.0
BIRCH,high,scenario_A,orders,100,Recall,1.0
BIRCH,high,scenario_A,orders,100,Recall,0.05
BIRCH,high,scenario_A,orders,100,Recall,0.282
BIRCH,high,scenario_A,orders,100,Recall,0.0
BIRCH,high,scenario_A,orders,100,Recall,0.0
BIRCH,high,scenario_A,orders,100,F-Score,0.0
BIRCH,high,scenario_A,orders,100,F-Score,0.0
BIRCH,high,scenario_A,orders,100,F-Score,0.0
BIRCH,high,scenario_A,orders,100,F-Score,0.0
BIRCH,high,scenario_A,orders,100,F-Score,0.0
BIRCH,high,scenario_A,orders,100,F-Score,0.857
BIRCH,high,scenario_A,orders,100,F-Score,0.095
BIRCH,high,scenario_A,orders,100,F-Score,0.0
BIRCH,high,scenario_A,orders,100,F-Score,1.0
BIRCH,high,scenario_A,orders,100,F-Score,0.095
BIRCH,high,scenario_A,orders,100,F-Score,0.431
BIRCH,high,scenario_A,orders,100,F-Score,0.0
BIRCH,high,scenario_A,orders,100,F-Score,0.0
BIRCH,high,scenario_A,orders,100,Accuracy,0.0
BIRCH,high,scenario_A,orders,100,Accuracy,0.0
BIRCH,high,scenario_A,orders,100,Accuracy,0.0
BIRCH,high,scenario_A,orders,100,Accuracy,0.0
BIRCH,high,scenario_A,orders,100,Accuracy,0.0
BIRCH,high,scenario_A,orders,100,Accuracy,0.75
BIRCH,high,scenario_A,orders,100,Accuracy,0.05
BIRCH,high,scenario_A,orders,100,Accuracy,0.0
BIRCH,high,scenario_A,orders,100,Accuracy,1.0
BIRCH,high,scenario_A,orders,100,Accuracy,0.05
BIRCH,high,scenario_A,orders,100,Accuracy,0.275
BIRCH,high,scenario_A,orders,100,Accuracy,0.0
BIRCH,high,scenario_A,orders,100,Accuracy,0.0
BIRCH,low,scenario_A,orders,100,Precision,0.0
BIRCH,low,scenario_A,orders,100,Precision,0.0
BIRCH,low,scenario_A,orders,100,Precision,0.0
BIRCH,low,scenario_A,orders,100,Precision,0.0
BIRCH,low,scenario_A,orders,100,Precision,0.0
BIRCH,low,scenario_A,orders,100,Precision,0.96
BIRCH,low,scenario_A,orders,100,Precision,0.714
BIRCH,low,scenario_A,orders,100,Precision,0.0
BIRCH,low,scenario_A,orders,100,Precision,1.0
BIRCH,low,scenario_A,orders,100,Precision,0.875
BIRCH,low,scenario_A,orders,100,Precision,0.917
BIRCH,low,scenario_A,orders,100,Precision,0.0
BIRCH,low,scenario_A,orders,100,Precision,0.0
BIRCH,low,scenario_A,orders,100,Recall,0.0
BIRCH,low,scenario_A,orders,100,Recall,0.0
BIRCH,low,scenario_A,orders,100,Recall,0.0
BIRCH,low,scenario_A,orders,100,Recall,0.0
BIRCH,low,scenario_A,orders,100,Recall,0.0
BIRCH,low,scenario_A,orders,100,Recall,0.774
BIRCH,low,scenario_A,orders,100,Recall,0.051
BIRCH,low,scenario_A,orders,100,Recall,0.0
BIRCH,low,scenario_A,orders,100,Recall,1.0
BIRCH,low,scenario_A,orders,100,Recall,0.05
BIRCH,low,scenario_A,orders,100,Recall,0.282
BIRCH,low,scenario_A,orders,100,Recall,0.0
BIRCH,low,scenario_A,orders,100,Recall,0.0
BIRCH,low,scenario_A,orders,100,F-Score,0.0
BIRCH,low,scenario_A,orders,100,F-Score,0.0
BIRCH,low,scenario_A,orders,100,F-Score,0.0
BIRCH,low,scenario_A,orders,100,F-Score,0.0
BIRCH,low,scenario_A,orders,100,F-Score,0.0
BIRCH,low,scenario_A,orders,100,F-Score,0.857
BIRCH,low,scenario_A,orders,100,F-Score,0.095
BIRCH,low,scenario_A,orders,100,F-Score,0.0
BIRCH,low,scenario_A,orders,100,F-Score,1.0
BIRCH,low,scenario_A,orders,100,F-Score,0.095
BIRCH,low,scenario_A,orders,100,F-Score,0.431
BIRCH,low,scenario_A,orders,100,F-Score,0.0
BIRCH,low,scenario_A,orders,100,F-Score,0.0
BIRCH,low,scenario_A,orders,100,Accuracy,0.0
BIRCH,low,scenario_A,orders,100,Accuracy,0.0
BIRCH,low,scenario_A,orders,100,Accuracy,0.0
BIRCH,low,scenario_A,orders,100,Accuracy,0.0
BIRCH,low,scenario_A,orders,100,Accuracy,0.0
BIRCH,low,scenario_A,orders,100,Accuracy,0.75
BIRCH,low,scenario_A,orders,100,Accuracy,0.05
BIRCH,low,scenario_A,orders,100,Accuracy,0.0
BIRCH,low,scenario_A,orders,100,Accuracy,1.0
BIRCH,low,scenario_A,orders,100,Accuracy,0.05
BIRCH,low,scenario_A,orders,100,Accuracy,0.275
BIRCH,low,scenario_A,orders,100,Accuracy,0.0
BIRCH,low,scenario_A,orders,100,Accuracy,0.0
BIRCH,default,scenario_A,orders,100,Precision,0.0
BIRCH,default,scenario_A,orders,100,Precision,0.0
BIRCH,default,scenario_A,orders,100,Precision,0.0
BIRCH,default,scenario_A,orders,100,Precision,0.0
BIRCH,default,scenario_A,orders,100,Precision,0.0
BIRCH,default,scenario_A,orders,100,Precision,0.96
BIRCH,default,scenario_A,orders,100,Precision,0.714
BIRCH,default,scenario_A,orders,100,Precision,0.0
BIRCH,default,scenario_A,orders,100,Precision,1.0
BIRCH,default,scenario_A,orders,100,Precision,0.875
BIRCH,default,scenario_A,orders,100,Precision,0.917
BIRCH,default,scenario_A,orders,100,Precision,0.0
BIRCH,default,scenario_A,orders,100,Precision,0.0
BIRCH,default,scenario_A,orders,100,Recall,0.0
BIRCH,default,scenario_A,orders,100,Recall,0.0
BIRCH,default,scenario_A,orders,100,Recall,0.0
BIRCH,default,scenario_A,orders,100,Recall,0.0
BIRCH,default,scenario_A,orders,100,Recall,0.0
BIRCH,default,scenario_A,orders,100,Recall,0.774
BIRCH,default,scenario_A,orders,100,Recall,0.051
BIRCH,default,scenario_A,orders,100,Recall,0.0
BIRCH,default,scenario_A,orders,100,Recall,1.0
BIRCH,default,scenario_A,orders,100,Recall,0.05
BIRCH,default,scenario_A,orders,100,Recall,0.282
BIRCH,default,scenario_A,orders,100,Recall,0.0
BIRCH,default,scenario_A,orders,100,Recall,0.0
BIRCH,default,scenario_A,orders,100,F-Score,0.0
BIRCH,default,scenario_A,orders,100,F-Score,0.0
BIRCH,default,scenario_A,orders,100,F-Score,0.0
BIRCH,default,scenario_A,orders,100,F-Score,0.0
BIRCH,default,scenario_A,orders,100,F-Score,0.0
BIRCH,default,scenario_A,orders,100,F-Score,0.857
BIRCH,default,scenario_A,orders,100,F-Score,0.095
BIRCH,default,scenario_A,orders,100,F-Score,0.0
BIRCH,default,scenario_A,orders,100,F-Score,1.0
BIRCH,default,scenario_A,orders,100,F-Score,0.095
BIRCH,default,scenario_A,orders,100,F-Score,0.431
BIRCH,default,scenario_A,orders,100,F-Score,0.0
BIRCH,default,scenario_A,orders,100,F-Score,0.0
BIRCH,default,scenario_A,orders,100,Accuracy,0.0
BIRCH,default,scenario_A,orders,100,Accuracy,0.0
BIRCH,default,scenario_A,orders,100,Accuracy,0.0
BIRCH,default,scenario_A,orders,100,Accuracy,0.0
BIRCH,default,scenario_A,orders,100,Accuracy,0.0
BIRCH,default,scenario_A,orders,100,Accuracy,0.75
BIRCH,default,scenario_A,orders,100,Accuracy,0.05
BIRCH,default,scenario_A,orders,100,Accuracy,0.0
BIRCH,default,scenario_A,orders,100,Accuracy,1.0
BIRCH,default,scenario_A,orders,100,Accuracy,0.05
BIRCH,default,scenario_A,orders,100,Accuracy,0.275
BIRCH,default,scenario_A,orders,100,Accuracy,0.0
BIRCH,default,scenario_A,orders,100,Accuracy,0.0
BIRCH,high,scenario_A,orders,1000,Precision,1.0
BIRCH,high,scenario_A,orders,1000,Precision,0.6
BIRCH,high,scenario_A,orders,1000,Precision,1.0
BIRCH,high,scenario_A,orders,1000,Precision,1.0
BIRCH,high,scenario_A,orders,1000,Precision,1.0
BIRCH,high,scenario_A,orders,1000,Precision,0.895
BIRCH,high,scenario_A,orders,1000,Precision,0.75
BIRCH,high,scenario_A,orders,1000,Precision,0.667
BIRCH,high,scenario_A,orders,1000,Precision,1.0
BIRCH,high,scenario_A,orders,1000,Precision,0.818
BIRCH,high,scenario_A,orders,1000,Precision,1.0
BIRCH,high,scenario_A,orders,1000,Precision,0.667
BIRCH,high,scenario_A,orders,1000,Precision,1.0
BIRCH,high,scenario_A,orders,1000,Recall,0.5
BIRCH,high,scenario_A,orders,1000,Recall,1.0
BIRCH,high,scenario_A,orders,1000,Recall,1.0
BIRCH,high,scenario_A,orders,1000,Recall,0.5
