service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-ticket-office-mongo_energy_Anomaly,7,1,66,1723,0.875,0.096,0.173,0.963
ts-ticket-office-service_energy_Anomaly,0,0,0,1797,0.0,0.0,0.0,1.0
ts-ticketinfo-service_energy_Anomaly,7,0,26,1764,1.0,0.212,0.35,0.986
ts-train-mongo_energy_Anomaly,7,0,28,1762,1.0,0.2,0.333,0.984
ts-train-service_energy_Anomaly,8,0,4,1785,1.0,0.667,0.8,0.998
ts-travel-mongo_energy_Anomaly,10,2,41,1744,0.833,0.196,0.317,0.976
ts-travel-plan-service_energy_Anomaly,5,0,140,1652,1.0,0.034,0.066,0.922
ts-travel-service_energy_Anomaly,11,0,55,1731,1.0,0.167,0.286,0.969
ts-travel2-mongo_energy_Anomaly,8,0,48,1741,1.0,0.143,0.25,0.973
ts-travel2-service_energy_Anomaly,8,0,19,1770,1.0,0.296,0.457,0.989
ts-ui-dashboard_energy_Anomaly,0,0,24,1773,0.0,0.0,0.0,0.987
ts-user-mongo_energy_Anomaly,0,0,1,1796,0.0,0.0,0.0,0.999
ts-user-service_energy_Anomaly,0,0,2,1795,0.0,0.0,0.0,0.999
ts-verification-code-service_energy_Anomaly,9,0,28,1760,1.0,0.243,0.391,0.984
ts-voucher-mysql_energy_Anomaly,6,0,23,1768,1.0,0.207,0.343,0.987
ts-voucher-service_energy_Anomaly,0,0,0,1797,0.0,0.0,0.0,1.0
